"rules","support","confidence","coverage","lift","count"
"{pH=high,Conductivity=high,Backpack=ANDe,Site=4} => {eDNAConc=high}",0.0634920634920635,0.666666666666667,0.0952380952380952,1.12,8
"{DissolvedOxygen=high,Conductivity=high,VolumeFiltered=low,Site=4} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{eFishCatch=present,Conductivity=high,VolumeFiltered=low,Site=4} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{pH=high,Conductivity=high,VolumeFiltered=low,Site=4} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{eFishCatch=present,DissolvedOxygen=high,Conductivity=high,Site=4} => {eDNAConc=high}",0.134920634920635,0.708333333333333,0.19047619047619,1.19,17
"{pH=high,DissolvedOxygen=high,Conductivity=high,Site=4} => {eDNAConc=high}",0.134920634920635,0.708333333333333,0.19047619047619,1.19,17
"{eFishCatch=present,pH=high,Conductivity=high,Site=4} => {eDNAConc=high}",0.134920634920635,0.708333333333333,0.19047619047619,1.19,17
"{AirTemp=high,WaterTemp=high,VolumeFiltered=high,Site=4} => {eDNAConc=high}",0.0476190476190476,1,0.0476190476190476,1.68,6
"{AirTemp=high,WaterTemp=high,Backpack=OSMOS,Site=4} => {eDNAConc=high}",0.0714285714285714,0.75,0.0952380952380952,1.26,9
"{AirTemp=high,WaterTemp=high,Backpack=ANDe,Site=4} => {eDNAConc=high}",0.0634920634920635,0.666666666666667,0.0952380952380952,1.12,8
"{AirTemp=high,WaterTemp=high,VolumeFiltered=low,Site=4} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{AirTemp=high,WaterTemp=high,DissolvedOxygen=high,Site=4} => {eDNAConc=high}",0.134920634920635,0.708333333333333,0.19047619047619,1.19,17
"{eFishCatch=present,AirTemp=high,WaterTemp=high,Site=4} => {eDNAConc=high}",0.134920634920635,0.708333333333333,0.19047619047619,1.19,17
"{AirTemp=high,WaterTemp=high,pH=high,Site=4} => {eDNAConc=high}",0.134920634920635,0.708333333333333,0.19047619047619,1.19,17
"{WaterTemp=high,VolumeFiltered=high,Backpack=ANDe,Site=4} => {eDNAConc=high}",0.0476190476190476,1,0.0476190476190476,1.68,6
"{WaterTemp=high,DissolvedOxygen=high,VolumeFiltered=high,Site=4} => {eDNAConc=high}",0.0476190476190476,1,0.0476190476190476,1.68,6
"{eFishCatch=present,WaterTemp=high,VolumeFiltered=high,Site=4} => {eDNAConc=high}",0.0476190476190476,1,0.0476190476190476,1.68,6
"{WaterTemp=high,pH=high,VolumeFiltered=high,Site=4} => {eDNAConc=high}",0.0476190476190476,1,0.0476190476190476,1.68,6
"{WaterTemp=high,VolumeFiltered=low,Backpack=OSMOS,Site=4} => {eDNAConc=high}",0.0714285714285714,0.75,0.0952380952380952,1.26,9
"{WaterTemp=high,DissolvedOxygen=high,Backpack=OSMOS,Site=4} => {eDNAConc=high}",0.0714285714285714,0.75,0.0952380952380952,1.26,9
"{eFishCatch=present,WaterTemp=high,Backpack=OSMOS,Site=4} => {eDNAConc=high}",0.0714285714285714,0.75,0.0952380952380952,1.26,9
"{WaterTemp=high,pH=high,Backpack=OSMOS,Site=4} => {eDNAConc=high}",0.0714285714285714,0.75,0.0952380952380952,1.26,9
"{WaterTemp=high,VolumeFiltered=low,Backpack=ANDe,Site=4} => {eDNAConc=high}",0.0158730158730159,0.333333333333333,0.0476190476190476,0.56,2
"{WaterTemp=high,DissolvedOxygen=high,Backpack=ANDe,Site=4} => {eDNAConc=high}",0.0634920634920635,0.666666666666667,0.0952380952380952,1.12,8
"{eFishCatch=present,WaterTemp=high,Backpack=ANDe,Site=4} => {eDNAConc=high}",0.0634920634920635,0.666666666666667,0.0952380952380952,1.12,8
"{WaterTemp=high,pH=high,Backpack=ANDe,Site=4} => {eDNAConc=high}",0.0634920634920635,0.666666666666667,0.0952380952380952,1.12,8
"{WaterTemp=high,DissolvedOxygen=high,VolumeFiltered=low,Site=4} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{eFishCatch=present,WaterTemp=high,VolumeFiltered=low,Site=4} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{WaterTemp=high,pH=high,VolumeFiltered=low,Site=4} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{eFishCatch=present,WaterTemp=high,DissolvedOxygen=high,Site=4} => {eDNAConc=high}",0.134920634920635,0.708333333333333,0.19047619047619,1.19,17
"{WaterTemp=high,pH=high,DissolvedOxygen=high,Site=4} => {eDNAConc=high}",0.134920634920635,0.708333333333333,0.19047619047619,1.19,17
"{eFishCatch=present,WaterTemp=high,pH=high,Site=4} => {eDNAConc=high}",0.134920634920635,0.708333333333333,0.19047619047619,1.19,17
"{AirTemp=high,VolumeFiltered=high,Backpack=ANDe,Site=4} => {eDNAConc=high}",0.0476190476190476,1,0.0476190476190476,1.68,6
"{AirTemp=high,DissolvedOxygen=high,VolumeFiltered=high,Site=4} => {eDNAConc=high}",0.0476190476190476,1,0.0476190476190476,1.68,6
"{eFishCatch=present,AirTemp=high,VolumeFiltered=high,Site=4} => {eDNAConc=high}",0.0476190476190476,1,0.0476190476190476,1.68,6
"{AirTemp=high,pH=high,VolumeFiltered=high,Site=4} => {eDNAConc=high}",0.0476190476190476,1,0.0476190476190476,1.68,6
"{AirTemp=high,VolumeFiltered=low,Backpack=OSMOS,Site=4} => {eDNAConc=high}",0.0714285714285714,0.75,0.0952380952380952,1.26,9
"{AirTemp=high,DissolvedOxygen=high,Backpack=OSMOS,Site=4} => {eDNAConc=high}",0.0714285714285714,0.75,0.0952380952380952,1.26,9
"{eFishCatch=present,AirTemp=high,Backpack=OSMOS,Site=4} => {eDNAConc=high}",0.0714285714285714,0.75,0.0952380952380952,1.26,9
"{AirTemp=high,pH=high,Backpack=OSMOS,Site=4} => {eDNAConc=high}",0.0714285714285714,0.75,0.0952380952380952,1.26,9
"{AirTemp=high,VolumeFiltered=low,Backpack=ANDe,Site=4} => {eDNAConc=high}",0.0158730158730159,0.333333333333333,0.0476190476190476,0.56,2
"{AirTemp=high,DissolvedOxygen=high,Backpack=ANDe,Site=4} => {eDNAConc=high}",0.0634920634920635,0.666666666666667,0.0952380952380952,1.12,8
"{eFishCatch=present,AirTemp=high,Backpack=ANDe,Site=4} => {eDNAConc=high}",0.0634920634920635,0.666666666666667,0.0952380952380952,1.12,8
"{AirTemp=high,pH=high,Backpack=ANDe,Site=4} => {eDNAConc=high}",0.0634920634920635,0.666666666666667,0.0952380952380952,1.12,8
"{AirTemp=high,DissolvedOxygen=high,VolumeFiltered=low,Site=4} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{eFishCatch=present,AirTemp=high,VolumeFiltered=low,Site=4} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{AirTemp=high,pH=high,VolumeFiltered=low,Site=4} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{eFishCatch=present,AirTemp=high,DissolvedOxygen=high,Site=4} => {eDNAConc=high}",0.134920634920635,0.708333333333333,0.19047619047619,1.19,17
"{AirTemp=high,pH=high,DissolvedOxygen=high,Site=4} => {eDNAConc=high}",0.134920634920635,0.708333333333333,0.19047619047619,1.19,17
"{eFishCatch=present,AirTemp=high,pH=high,Site=4} => {eDNAConc=high}",0.134920634920635,0.708333333333333,0.19047619047619,1.19,17
"{DissolvedOxygen=high,VolumeFiltered=high,Backpack=ANDe,Site=4} => {eDNAConc=high}",0.0476190476190476,1,0.0476190476190476,1.68,6
"{eFishCatch=present,VolumeFiltered=high,Backpack=ANDe,Site=4} => {eDNAConc=high}",0.0476190476190476,1,0.0476190476190476,1.68,6
"{pH=high,VolumeFiltered=high,Backpack=ANDe,Site=4} => {eDNAConc=high}",0.0476190476190476,1,0.0476190476190476,1.68,6
"{eFishCatch=present,DissolvedOxygen=high,VolumeFiltered=high,Site=4} => {eDNAConc=high}",0.0476190476190476,1,0.0476190476190476,1.68,6
"{pH=high,DissolvedOxygen=high,VolumeFiltered=high,Site=4} => {eDNAConc=high}",0.0476190476190476,1,0.0476190476190476,1.68,6
"{eFishCatch=present,pH=high,VolumeFiltered=high,Site=4} => {eDNAConc=high}",0.0476190476190476,1,0.0476190476190476,1.68,6
"{DissolvedOxygen=high,VolumeFiltered=low,Backpack=OSMOS,Site=4} => {eDNAConc=high}",0.0714285714285714,0.75,0.0952380952380952,1.26,9
"{eFishCatch=present,VolumeFiltered=low,Backpack=OSMOS,Site=4} => {eDNAConc=high}",0.0714285714285714,0.75,0.0952380952380952,1.26,9
"{pH=high,VolumeFiltered=low,Backpack=OSMOS,Site=4} => {eDNAConc=high}",0.0714285714285714,0.75,0.0952380952380952,1.26,9
"{eFishCatch=present,DissolvedOxygen=high,Backpack=OSMOS,Site=4} => {eDNAConc=high}",0.0714285714285714,0.75,0.0952380952380952,1.26,9
"{pH=high,DissolvedOxygen=high,Backpack=OSMOS,Site=4} => {eDNAConc=high}",0.0714285714285714,0.75,0.0952380952380952,1.26,9
"{eFishCatch=present,pH=high,Backpack=OSMOS,Site=4} => {eDNAConc=high}",0.0714285714285714,0.75,0.0952380952380952,1.26,9
"{DissolvedOxygen=high,VolumeFiltered=low,Backpack=ANDe,Site=4} => {eDNAConc=high}",0.0158730158730159,0.333333333333333,0.0476190476190476,0.56,2
"{eFishCatch=present,VolumeFiltered=low,Backpack=ANDe,Site=4} => {eDNAConc=high}",0.0158730158730159,0.333333333333333,0.0476190476190476,0.56,2
"{pH=high,VolumeFiltered=low,Backpack=ANDe,Site=4} => {eDNAConc=high}",0.0158730158730159,0.333333333333333,0.0476190476190476,0.56,2
"{eFishCatch=present,DissolvedOxygen=high,Backpack=ANDe,Site=4} => {eDNAConc=high}",0.0634920634920635,0.666666666666667,0.0952380952380952,1.12,8
"{pH=high,DissolvedOxygen=high,Backpack=ANDe,Site=4} => {eDNAConc=high}",0.0634920634920635,0.666666666666667,0.0952380952380952,1.12,8
"{eFishCatch=present,pH=high,Backpack=ANDe,Site=4} => {eDNAConc=high}",0.0634920634920635,0.666666666666667,0.0952380952380952,1.12,8
"{eFishCatch=present,DissolvedOxygen=high,VolumeFiltered=low,Site=4} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{pH=high,DissolvedOxygen=high,VolumeFiltered=low,Site=4} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{eFishCatch=present,pH=high,VolumeFiltered=low,Site=4} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{eFishCatch=present,pH=high,DissolvedOxygen=high,Site=4} => {eDNAConc=high}",0.134920634920635,0.708333333333333,0.19047619047619,1.19,17
"{pH=low,DissolvedOxygen=low,VolumeFiltered=high,Site=3} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{pH=low,DissolvedOxygen=low,Backpack=OSMOS,Site=3} => {eDNAConc=high}",0.0317460317460317,0.333333333333333,0.0952380952380952,0.56,4
"{pH=low,DissolvedOxygen=low,Backpack=ANDe,Site=3} => {eDNAConc=high}",0.0873015873015873,0.916666666666667,0.0952380952380952,1.54,11
"{pH=low,DissolvedOxygen=low,VolumeFiltered=low,Site=3} => {eDNAConc=high}",0.0317460317460317,0.666666666666667,0.0476190476190476,1.12,4
"{pH=low,DissolvedOxygen=low,Conductivity=low,Site=3} => {eDNAConc=high}",0.119047619047619,0.625,0.19047619047619,1.05,15
"{WaterTemp=low,pH=low,DissolvedOxygen=low,Site=3} => {eDNAConc=high}",0.119047619047619,0.625,0.19047619047619,1.05,15
"{AirTemp=low,pH=low,DissolvedOxygen=low,Site=3} => {eDNAConc=high}",0.119047619047619,0.625,0.19047619047619,1.05,15
"{eFishCatch=present,pH=low,DissolvedOxygen=low,Site=3} => {eDNAConc=high}",0.119047619047619,0.625,0.19047619047619,1.05,15
"{pH=low,VolumeFiltered=high,Backpack=ANDe,Site=3} => {eDNAConc=high}",0.0873015873015873,0.916666666666667,0.0952380952380952,1.54,11
"{pH=low,Conductivity=low,VolumeFiltered=high,Site=3} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{WaterTemp=low,pH=low,VolumeFiltered=high,Site=3} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{AirTemp=low,pH=low,VolumeFiltered=high,Site=3} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{eFishCatch=present,pH=low,VolumeFiltered=high,Site=3} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{pH=low,VolumeFiltered=low,Backpack=OSMOS,Site=3} => {eDNAConc=high}",0.0317460317460317,0.666666666666667,0.0476190476190476,1.12,4
"{pH=low,Conductivity=low,Backpack=OSMOS,Site=3} => {eDNAConc=high}",0.0317460317460317,0.333333333333333,0.0952380952380952,0.56,4
"{WaterTemp=low,pH=low,Backpack=OSMOS,Site=3} => {eDNAConc=high}",0.0317460317460317,0.333333333333333,0.0952380952380952,0.56,4
"{AirTemp=low,pH=low,Backpack=OSMOS,Site=3} => {eDNAConc=high}",0.0317460317460317,0.333333333333333,0.0952380952380952,0.56,4
"{eFishCatch=present,pH=low,Backpack=OSMOS,Site=3} => {eDNAConc=high}",0.0317460317460317,0.333333333333333,0.0952380952380952,0.56,4
"{pH=low,Conductivity=low,Backpack=ANDe,Site=3} => {eDNAConc=high}",0.0873015873015873,0.916666666666667,0.0952380952380952,1.54,11
"{WaterTemp=low,pH=low,Backpack=ANDe,Site=3} => {eDNAConc=high}",0.0873015873015873,0.916666666666667,0.0952380952380952,1.54,11
"{AirTemp=low,pH=low,Backpack=ANDe,Site=3} => {eDNAConc=high}",0.0873015873015873,0.916666666666667,0.0952380952380952,1.54,11
"{eFishCatch=present,pH=low,Backpack=ANDe,Site=3} => {eDNAConc=high}",0.0873015873015873,0.916666666666667,0.0952380952380952,1.54,11
"{pH=low,Conductivity=low,VolumeFiltered=low,Site=3} => {eDNAConc=high}",0.0317460317460317,0.666666666666667,0.0476190476190476,1.12,4
"{WaterTemp=low,pH=low,VolumeFiltered=low,Site=3} => {eDNAConc=high}",0.0317460317460317,0.666666666666667,0.0476190476190476,1.12,4
"{AirTemp=low,pH=low,VolumeFiltered=low,Site=3} => {eDNAConc=high}",0.0317460317460317,0.666666666666667,0.0476190476190476,1.12,4
"{eFishCatch=present,pH=low,VolumeFiltered=low,Site=3} => {eDNAConc=high}",0.0317460317460317,0.666666666666667,0.0476190476190476,1.12,4
"{WaterTemp=low,pH=low,Conductivity=low,Site=3} => {eDNAConc=high}",0.119047619047619,0.625,0.19047619047619,1.05,15
"{AirTemp=low,pH=low,Conductivity=low,Site=3} => {eDNAConc=high}",0.119047619047619,0.625,0.19047619047619,1.05,15
"{eFishCatch=present,pH=low,Conductivity=low,Site=3} => {eDNAConc=high}",0.119047619047619,0.625,0.19047619047619,1.05,15
"{AirTemp=low,WaterTemp=low,pH=low,Site=3} => {eDNAConc=high}",0.119047619047619,0.625,0.19047619047619,1.05,15
"{eFishCatch=present,WaterTemp=low,pH=low,Site=3} => {eDNAConc=high}",0.119047619047619,0.625,0.19047619047619,1.05,15
"{eFishCatch=present,AirTemp=low,pH=low,Site=3} => {eDNAConc=high}",0.119047619047619,0.625,0.19047619047619,1.05,15
"{DissolvedOxygen=low,VolumeFiltered=high,Backpack=ANDe,Site=3} => {eDNAConc=high}",0.0873015873015873,0.916666666666667,0.0952380952380952,1.54,11
"{DissolvedOxygen=low,Conductivity=low,VolumeFiltered=high,Site=3} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{WaterTemp=low,DissolvedOxygen=low,VolumeFiltered=high,Site=3} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{AirTemp=low,DissolvedOxygen=low,VolumeFiltered=high,Site=3} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{eFishCatch=present,DissolvedOxygen=low,VolumeFiltered=high,Site=3} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{DissolvedOxygen=low,VolumeFiltered=low,Backpack=OSMOS,Site=3} => {eDNAConc=high}",0.0317460317460317,0.666666666666667,0.0476190476190476,1.12,4
"{DissolvedOxygen=low,Conductivity=low,Backpack=OSMOS,Site=3} => {eDNAConc=high}",0.0317460317460317,0.333333333333333,0.0952380952380952,0.56,4
"{WaterTemp=low,DissolvedOxygen=low,Backpack=OSMOS,Site=3} => {eDNAConc=high}",0.0317460317460317,0.333333333333333,0.0952380952380952,0.56,4
"{AirTemp=low,DissolvedOxygen=low,Backpack=OSMOS,Site=3} => {eDNAConc=high}",0.0317460317460317,0.333333333333333,0.0952380952380952,0.56,4
"{eFishCatch=present,DissolvedOxygen=low,Backpack=OSMOS,Site=3} => {eDNAConc=high}",0.0317460317460317,0.333333333333333,0.0952380952380952,0.56,4
"{DissolvedOxygen=low,Conductivity=low,Backpack=ANDe,Site=3} => {eDNAConc=high}",0.0873015873015873,0.916666666666667,0.0952380952380952,1.54,11
"{WaterTemp=low,DissolvedOxygen=low,Backpack=ANDe,Site=3} => {eDNAConc=high}",0.0873015873015873,0.916666666666667,0.0952380952380952,1.54,11
"{AirTemp=low,DissolvedOxygen=low,Backpack=ANDe,Site=3} => {eDNAConc=high}",0.0873015873015873,0.916666666666667,0.0952380952380952,1.54,11
"{eFishCatch=present,DissolvedOxygen=low,Backpack=ANDe,Site=3} => {eDNAConc=high}",0.0873015873015873,0.916666666666667,0.0952380952380952,1.54,11
"{DissolvedOxygen=low,Conductivity=low,VolumeFiltered=low,Site=3} => {eDNAConc=high}",0.0317460317460317,0.666666666666667,0.0476190476190476,1.12,4
"{WaterTemp=low,DissolvedOxygen=low,VolumeFiltered=low,Site=3} => {eDNAConc=high}",0.0317460317460317,0.666666666666667,0.0476190476190476,1.12,4
"{AirTemp=low,DissolvedOxygen=low,VolumeFiltered=low,Site=3} => {eDNAConc=high}",0.0317460317460317,0.666666666666667,0.0476190476190476,1.12,4
"{eFishCatch=present,DissolvedOxygen=low,VolumeFiltered=low,Site=3} => {eDNAConc=high}",0.0317460317460317,0.666666666666667,0.0476190476190476,1.12,4
"{WaterTemp=low,DissolvedOxygen=low,Conductivity=low,Site=3} => {eDNAConc=high}",0.119047619047619,0.625,0.19047619047619,1.05,15
"{AirTemp=low,DissolvedOxygen=low,Conductivity=low,Site=3} => {eDNAConc=high}",0.119047619047619,0.625,0.19047619047619,1.05,15
"{eFishCatch=present,DissolvedOxygen=low,Conductivity=low,Site=3} => {eDNAConc=high}",0.119047619047619,0.625,0.19047619047619,1.05,15
"{AirTemp=low,WaterTemp=low,DissolvedOxygen=low,Site=3} => {eDNAConc=high}",0.119047619047619,0.625,0.19047619047619,1.05,15
"{eFishCatch=present,WaterTemp=low,DissolvedOxygen=low,Site=3} => {eDNAConc=high}",0.119047619047619,0.625,0.19047619047619,1.05,15
"{eFishCatch=present,AirTemp=low,DissolvedOxygen=low,Site=3} => {eDNAConc=high}",0.119047619047619,0.625,0.19047619047619,1.05,15
"{Conductivity=low,VolumeFiltered=high,Backpack=ANDe,Site=3} => {eDNAConc=high}",0.0873015873015873,0.916666666666667,0.0952380952380952,1.54,11
"{WaterTemp=low,VolumeFiltered=high,Backpack=ANDe,Site=3} => {eDNAConc=high}",0.0873015873015873,0.916666666666667,0.0952380952380952,1.54,11
"{AirTemp=low,VolumeFiltered=high,Backpack=ANDe,Site=3} => {eDNAConc=high}",0.0873015873015873,0.916666666666667,0.0952380952380952,1.54,11
"{eFishCatch=present,VolumeFiltered=high,Backpack=ANDe,Site=3} => {eDNAConc=high}",0.0873015873015873,0.916666666666667,0.0952380952380952,1.54,11
"{WaterTemp=low,Conductivity=low,VolumeFiltered=high,Site=3} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{AirTemp=low,Conductivity=low,VolumeFiltered=high,Site=3} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{eFishCatch=present,Conductivity=low,VolumeFiltered=high,Site=3} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{AirTemp=low,WaterTemp=low,VolumeFiltered=high,Site=3} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{eFishCatch=present,WaterTemp=low,VolumeFiltered=high,Site=3} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{eFishCatch=present,AirTemp=low,VolumeFiltered=high,Site=3} => {eDNAConc=high}",0.0873015873015873,0.611111111111111,0.142857142857143,1.02666666666667,11
"{Conductivity=low,VolumeFiltered=low,Backpack=OSMOS,Site=3} => {eDNAConc=high}",0.0317460317460317,0.666666666666667,0.0476190476190476,1.12,4
"{WaterTemp=low,VolumeFiltered=low,Backpack=OSMOS,Site=3} => {eDNAConc=high}",0.0317460317460317,0.666666666666667,0.0476190476190476,1.12,4
"{AirTemp=low,VolumeFiltered=low,Backpack=OSMOS,Site=3} => {eDNAConc=high}",0.0317460317460317,0.666666666666667,0.0476190476190476,1.12,4
"{eFishCatch=present,VolumeFiltered=low,Backpack=OSMOS,Site=3} => {eDNAConc=high}",0.0317460317460317,0.666666666666667,0.0476190476190476,1.12,4
"{WaterTemp=low,Conductivity=low,Backpack=OSMOS,Site=3} => {eDNAConc=high}",0.0317460317460317,0.333333333333333,0.0952380952380952,0.56,4
"{AirTemp=low,Conductivity=low,Backpack=OSMOS,Site=3} => {eDNAConc=high}",0.0317460317460317,0.333333333333333,0.0952380952380952,0.56,4
"{eFishCatch=present,Conductivity=low,Backpack=OSMOS,Site=3} => {eDNAConc=high}",0.0317460317460317,0.333333333333333,0.0952380952380952,0.56,4
"{AirTemp=low,WaterTemp=low,Backpack=OSMOS,Site=3} => {eDNAConc=high}",0.0317460317460317,0.333333333333333,0.0952380952380952,0.56,4
"{eFishCatch=present,WaterTemp=low,Backpack=OSMOS,Site=3} => {eDNAConc=high}",0.0317460317460317,0.333333333333333,0.0952380952380952,0.56,4
"{eFishCatch=present,AirTemp=low,Backpack=OSMOS,Site=3} => {eDNAConc=high}",0.0317460317460317,0.333333333333333,0.0952380952380952,0.56,4
"{WaterTemp=low,Conductivity=low,Backpack=ANDe,Site=3} => {eDNAConc=high}",0.0873015873015873,0.916666666666667,0.0952380952380952,1.54,11
"{AirTemp=low,Conductivity=low,Backpack=ANDe,Site=3} => {eDNAConc=high}",0.0873015873015873,0.916666666666667,0.0952380952380952,1.54,11
"{eFishCatch=present,Conductivity=low,Backpack=ANDe,Site=3} => {eDNAConc=high}",0.0873015873015873,0.916666666666667,0.0952380952380952,1.54,11
"{AirTemp=low,WaterTemp=low,Backpack=ANDe,Site=3} => {eDNAConc=high}",0.0873015873015873,0.916666666666667,0.0952380952380952,1.54,11
"{eFishCatch=present,WaterTemp=low,Backpack=ANDe,Site=3} => {eDNAConc=high}",0.0873015873015873,0.916666666666667,0.0952380952380952,1.54,11
"{eFishCatch=present,AirTemp=low,Backpack=ANDe,Site=3} => {eDNAConc=high}",0.0873015873015873,0.916666666666667,0.0952380952380952,1.54,11
"{WaterTemp=low,Conductivity=low,VolumeFiltered=low,Site=3} => {eDNAConc=high}",0.0317460317460317,0.666666666666667,0.0476190476190476,1.12,4
"{AirTemp=low,Conductivity=low,VolumeFiltered=low,Site=3} => {eDNAConc=high}",0.0317460317460317,0.666666666666667,0.0476190476190476,1.12,4
"{eFishCatch=present,Conductivity=low,VolumeFiltered=low,Site=3} => {eDNAConc=high}",0.0317460317460317,0.666666666666667,0.0476190476190476,1.12,4
"{AirTemp=low,WaterTemp=low,VolumeFiltered=low,Site=3} => {eDNAConc=high}",0.0317460317460317,0.666666666666667,0.0476190476190476,1.12,4
"{eFishCatch=present,WaterTemp=low,VolumeFiltered=low,Site=3} => {eDNAConc=high}",0.0317460317460317,0.666666666666667,0.0476190476190476,1.12,4
"{eFishCatch=present,AirTemp=low,VolumeFiltered=low,Site=3} => {eDNAConc=high}",0.0317460317460317,0.666666666666667,0.0476190476190476,1.12,4
"{AirTemp=low,WaterTemp=low,Conductivity=low,Site=3} => {eDNAConc=high}",0.119047619047619,0.625,0.19047619047619,1.05,15
"{eFishCatch=present,WaterTemp=low,Conductivity=low,Site=3} => {eDNAConc=high}",0.119047619047619,0.625,0.19047619047619,1.05,15
"{eFishCatch=present,AirTemp=low,Conductivity=low,Site=3} => {eDNAConc=high}",0.119047619047619,0.625,0.19047619047619,1.05,15
"{eFishCatch=present,AirTemp=low,WaterTemp=low,Site=3} => {eDNAConc=high}",0.119047619047619,0.625,0.19047619047619,1.05,15
"{Conductivity=low,VolumeFiltered=high,Backpack=OSMOS,Site=1} => {eDNAConc=high}",0.0476190476190476,1,0.0476190476190476,1.68,6
"{WaterTemp=low,VolumeFiltered=high,Backpack=OSMOS,Site=1} => {eDNAConc=high}",0.0476190476190476,1,0.0476190476190476,1.68,6
"{AirTemp=low,VolumeFiltered=high,Backpack=OSMOS,Site=1} => {eDNAConc=high}",0.0476190476190476,1,0.0476190476190476,1.68,6
"{DissolvedOxygen=high,VolumeFiltered=high,Backpack=OSMOS,Site=1} => {eDNAConc=high}",0.0476190476190476,1,0.0476190476190476,1.68,6
"{pH=high,VolumeFiltered=high,Backpack=OSMOS,Site=1} => {eDNAConc=high}",0.0476190476190476,1,0.0476190476190476,1.68,6
"{WaterTemp=low,Conductivity=low,VolumeFiltered=high,Site=1} => {eDNAConc=high}",0.0476190476190476,0.333333333333333,0.142857142857143,0.56,6
"{AirTemp=low,Conductivity=low,VolumeFiltered=high,Site=1} => {eDNAConc=high}",0.0476190476190476,0.333333333333333,0.142857142857143,0.56,6
"{DissolvedOxygen=high,Conductivity=low,VolumeFiltered=high,Site=1} => {eDNAConc=high}",0.0476190476190476,0.333333333333333,0.142857142857143,0.56,6
"{pH=high,Conductivity=low,VolumeFiltered=high,Site=1} => {eDNAConc=high}",0.0476190476190476,0.333333333333333,0.142857142857143,0.56,6
"{AirTemp=low,WaterTemp=low,VolumeFiltered=high,Site=1} => {eDNAConc=high}",0.0476190476190476,0.333333333333333,0.142857142857143,0.56,6
"{WaterTemp=low,DissolvedOxygen=high,VolumeFiltered=high,Site=1} => {eDNAConc=high}",0.0476190476190476,0.333333333333333,0.142857142857143,0.56,6
"{WaterTemp=low,pH=high,VolumeFiltered=high,Site=1} => {eDNAConc=high}",0.0476190476190476,0.333333333333333,0.142857142857143,0.56,6
"{AirTemp=low,DissolvedOxygen=high,VolumeFiltered=high,Site=1} => {eDNAConc=high}",0.0476190476190476,0.333333333333333,0.142857142857143,0.56,6
"{AirTemp=low,pH=high,VolumeFiltered=high,Site=1} => {eDNAConc=high}",0.0476190476190476,0.333333333333333,0.142857142857143,0.56,6
"{pH=high,DissolvedOxygen=high,VolumeFiltered=high,Site=1} => {eDNAConc=high}",0.0476190476190476,0.333333333333333,0.142857142857143,0.56,6
"{Conductivity=low,VolumeFiltered=low,Backpack=OSMOS,Site=1} => {eDNAConc=high}",0.00793650793650794,0.166666666666667,0.0476190476190476,0.28,1
